artist,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
Kastelo,Murder In The Club,4Vi9eNoADOc41uswaMfoP9,,0.77,0.721,4,-5.909,1,0.0809,0.0556,0.231,0.682,124.022,145728,
Constantin,Ten,7KZuidmKFnzHcwoGnWUcMe,,0.843,0.913,1,-6.56,1,0.089,0.0257,0.08,0.786,127.985,138750,
Nathan Dawe,21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,,0.621,0.785,6,-4.499,1,0.11,5.92e-06,0.0512,0.779,123.96,155253,
Felix Jaehn,Call It Love,5YdnOm5990Kfq1Jodws98B,,0.616,0.841,5,-4.779,0,0.076,0.00217,0.417,0.714,110.029,154561,
Quinten Circle,Doja,6UluQLzh4X4nM7YKa917ei,,0.94,0.629,10,-7.034,0,0.0927,6.15e-06,0.0521,0.641,127.956,137344,
ConKi,Turn Me On,1lA7jxtCfl44wlbQd8P3Wq,,0.635,0.904,7,-5.598,0,0.076,1.92e-06,0.405,0.191,125.039,126720,
Jay Eskar,My Name,7BkM4BYoMh7Z3up0FQuzp3,,0.636,0.871,11,-3.087,0,0.0425,0.676,0.297,0.18,123.875,128710,
Bisken,Mad World,11MIfPhBQMjZ8gRdMjdCfC,,0.787,0.694,7,-6.284,1,0.228,1.45e-06,0.109,0.298,145.02,116982,
Jaxx & Vega,Jaipur,5LyCed37s0iUBWDsOnhpgD,,0.566,0.959,6,-3.7,0,0.0607,0.357,0.286,0.322,135.04,168932,
Bombs Away,Spooky Scary Skeletons,6O4JigLzateJbqb8G3VVTR,,0.653,0.928,7,-4.315,1,0.166,0.117,0.345,0.677,130.045,140308,
Paul Keen,Bad,7dn3z331vDZwMxRbXBja8k,,0.704,0.936,10,-2.903,1,0.0478,0.000111,0.0685,0.501,101.239,156444,
Sam Ourt,Un Beso,7xB3epR9QRnMCjBOTsUyvW,,0.693,0.892,9,-5.902,0,0.0323,0.00124,0.0969,0.182,120.005,132464,
Mari Ferrari,Lose,4zeHnHTKdmUfuhGz6FHmPi,,0.657,0.849,11,-6.386,1,0.0326,0.505,0.106,0.458,127.99,210000,
millforlife,Real Love,4U6qE6l3XCQpa5A4Rcli35,,0.559,0.701,8,-12.153,0,0.316,0.00152,0.298,0.133,124.163,138105,
JYYE,Kryptonite (feat. Julia Temos),2uMP2WzQTyU4uyOEdfm2WY,,0.682,0.895,6,-6.996,0,0.0516,0.451,0.0936,0.636,126.987,130558,
Alfie Cridland,Single Life (feat. MICHAELA),4NmQJgHzMNSvwhQS42ljq2,,0.68,0.822,11,-4.573,1,0.0562,0.0,0.196,0.779,124.022,132472,
Dxrk ダーク,RAVE,01kfSdF9zfcDLri5sSWEoL,,0.716,0.748,8,-6.06,1,0.0356,0.849,0.114,0.338,119.918,169245,
Tevvez,Legend,05EG9LwFCVjkoYEWzsrHHO,,0.294,0.707,2,-5.418,1,0.0389,0.106,0.0705,0.0395,149.94,189679,
FVTM,When You're Gone,6mmxBoCtpp8TI7gN1q2ayU,,0.682,0.944,2,-5.026,1,0.0967,0.00902,0.27,0.598,145.031,162018,
F3DE,Phoenix,2va8WgfCH1ZjPE5ZOuRNsu,,0.749,0.905,0,-4.647,0,0.0518,5.55e-05,0.092,0.606,121.96,154206,
DJSM,Jenny From The Block,0bZL9EEh4nCiuRomDhMjwT,,0.644,0.824,6,-6.09,1,0.238,0.0,0.0916,0.544,124.916,120000,
N-ZTON,Taste Of Paradise,1nz8kmUd91LzGYuAPgqCih,,0.825,0.782,4,-6.513,0,0.416,0.821,0.514,0.559,124.006,162371,
Antomage,Kisses Back,2Ono9f2XU0ASGEsaP8q7d3,,0.866,0.633,7,-7.538,0,0.0822,6.73e-05,0.344,0.427,124.041,207013,
Dior,Положение - 2 Remix,6DMuMv4IzCpRo6zGTwkbW5,,0.773,0.31,10,-18.364,0,0.271,0.872,0.108,0.197,105.072,129410,
LNY TNZ,Wrong Or Right,4MGFzKlIM2OTzP1aKdj6pN,,0.592,0.857,1,-1.654,0,0.0528,0.0,0.397,0.168,150.018,184000,
MARE,TikTok,0gb7ilg6s0X89zVQKXMbZW,,0.601,0.969,7,-3.085,1,0.0521,0.00143,0.274,0.135,105.01,138857,
NALYRO,Echo,5tQ3H7TKBs4OWijV4I7auO,,0.726,0.865,9,-4.424,0,0.046,0.0,0.222,0.698,123.999,143226,
yung nador,GHOST RIDE,2JHsbsJxVVZ6bJ51oGcGin,,0.577,0.939,1,-0.661,1,0.248,0.781,0.492,0.574,124.674,136478,
Winning Team,Rules Of Mayhem,31CsRUBJH7cNbioLpVOwRS,,0.445,0.883,2,-5.196,1,0.0701,0.326,0.509,0.211,128.073,166875,
yung nador,WHAT'S THE TIME?,1etjj2L3kiqsWD8ompG9Cf,,0.686,0.992,8,-1.179,1,0.121,0.863,0.194,0.683,124.934,120022,
Josh Le Tissier,Moonlight,3RQZLrAo4FNKSOVeITlZG5,,0.482,0.958,1,-4.406,1,0.0882,0.00269,0.475,0.227,127.792,125625,
Niklas Dee,Satellite,5NGOMIonotDktz9SnQ0Ha5,,0.699,0.92,7,-4.384,0,0.289,8.76e-05,0.377,0.355,105.004,133946,
DJSM,Panic Room,5NABK3lyGyk01ZP286zCCD,,0.416,0.749,7,-8.316,0,0.177,8.17e-05,0.676,0.368,139.953,130339,
Alvin Anthony,Xyz,3gUp5bsowwvsjdyNGuvUSY,,0.736,0.773,6,-4.71,0,0.0323,0.00046,0.108,0.35,124.008,139355,
REVERSE,To The Edge,1Xwl8dGRMc7EBjFEPSEztK,,0.695,0.872,5,-7.143,1,0.0562,0.00102,0.136,0.174,128.021,183750,
Quinncy,Trouble,6fmG88sUuIGubARSFyj0Xg,,0.765,0.688,7,-5.266,0,0.0388,2.43e-06,0.18,0.449,122.025,181844,
Makar,Mood,4k6yZRw7M04gZE2uW12Cw6,,0.673,0.408,5,-15.094,0,0.0554,0.305,0.13,0.407,125.003,151690,
ConKi,Tu Es Foutu,0RgUxB0pyyzPm5apCmBnHZ,,0.787,0.615,11,-10.815,1,0.0975,0.0101,0.0799,0.43,130.008,123904,
Brooks,One Night (Loneliness),4tEAgr78M6nurPLWyx8Msq,,0.63,0.941,6,-4.17,0,0.224,0.0258,0.0807,0.449,128.078,177729,
DIRECTA,Pon De Replay,2B0RKiOBQMig2eJhXMS7QF,,0.686,0.687,11,-7.207,0,0.294,5.37e-06,0.525,0.41,124.107,155081,
THYKIER,Harmony,0kYWHIjvkVnKOdh2OuFfie,,0.765,0.929,2,-3.911,0,0.0699,0.789,0.138,0.533,125.009,173280,
SP3CTRUM,Slow Down,0DejD22gU2CpFCfAILam9u,,0.695,0.912,6,-3.165,0,0.22,3.22e-05,0.108,0.625,139.987,114920,
DALEXO,Stay The Night,6IXJVJ5W109zQcQw2U0pUG,,0.657,0.828,6,-7.18,0,0.0688,0.0,0.531,0.327,121.992,150266,
THYKIER,Illuminate,4LtZqYdtNLQ3KfYiEeJ3D3,,0.846,0.872,1,-4.46,1,0.0704,0.778,0.167,0.347,125.02,177600,
Benlon,As Long As I've Got You,5JjDJ139jn0vATWyPZpAkr,,0.635,0.815,9,-5.983,0,0.165,0.0,0.449,0.0868,123.986,176459,
ConKi,Take You There,62LN2Eh7OpiPQTpGbnQVm2,,0.642,0.746,8,-5.984,0,0.0927,0.0,0.286,0.532,122.869,148303,
STRIKE,Take It Off,0KQlFgM1Z5dT0f4qjPRecR,,0.642,0.853,5,-4.896,0,0.0795,3.76e-06,0.265,0.407,125.05,128640,
Robin Aristo,Body 2 Spirit,07ZkNITF8ZN615inr4S9Uk,,0.53,0.952,5,-4.158,0,0.0507,0.72,0.366,0.587,126.098,134306,
NAEMS,Dirty Beat,7rdrc9NpgDfLg5MyKi9mdO,,0.716,0.981,1,-2.726,1,0.201,0.397,0.113,0.539,127.968,148828,
David Guetta,Kill Me Slow,2NZJKUPIGfJqLAzONNr4gv,,0.698,0.859,6,-5.234,0,0.0605,0.208,0.228,0.518,126.039,208095,
DJSM,She Doesn't Mind,6oFOhDPPOoP7e4mkqQgmx1,,0.605,0.744,7,-7.839,0,0.254,0.0,0.0484,0.22,128.015,154219,
SP3CTRUM,Say My Name,4265GSVhLxNNb2Ug5AxOHj,,0.713,0.914,8,-3.521,1,0.0491,9.31e-06,0.202,0.953,126.002,175500,
GRHHH,Aurora,4jo1lq9G5b1XbQRpJNZe1Q,,0.626,0.852,1,-5.364,0,0.121,0.0,0.426,0.49,126.01,154290,
Robbe,Fix Your Heart,0twTCjPuPFX0cZ25eEaIky,,0.508,0.905,4,-5.539,0,0.0741,0.0053,0.0712,0.22,101.019,123483,
FVTM,Pepas,6VOBC5KtKiwE4455MiyW5r,,0.749,0.872,7,-5.002,1,0.0676,0.000261,0.0417,0.636,140.023,133388,
Niklas Dee,We Are The People,09QHx2nkwt9GKLZksb57co,,0.704,0.842,9,-5.678,1,0.0705,0.000146,0.0591,0.0359,127.927,124710,
Tommy Tran,Nothing,6tquegi54SfRB8LRG19L9O,,0.693,0.869,3,-6.389,0,0.0464,0.0198,0.363,0.396,125.052,142080,
Rushin',Love Nwantiti,3PPrLJA4tw9phHnAbR2LQE,,0.787,0.931,7,-5.421,1,0.0611,0.625,0.212,0.362,130.014,303889,
EQRIC,Beauty And A Beat,4x42ZRiZ8VhYzOatvzyfTb,,0.702,0.726,0,-5.208,1,0.0591,0.0,0.181,0.446,127.922,137812,
Fabian Mazur,O.G.,0mSpqNpgwwLvVGNuRpuFVL,,0.838,0.843,9,-4.849,1,0.206,0.000462,0.268,0.333,144.018,170000,
Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,,0.754,0.763,7,-4.627,0,0.0435,2.23e-05,0.0901,0.464,117.953,164819,
Öwnboss,Move Your Body - Restricted Remix,2sB805guzcnXiM2iKHTmao,,0.717,0.745,7,-8.49,1,0.0433,0.0478,0.166,0.115,128.014,176250,
Imanbek,Belly Dancer,7fZBQnc0zXwVybgCIrQQil,,0.845,0.797,1,-4.984,1,0.139,5.57e-06,0.167,0.422,121.985,151475,
KARMA,Phoenix In The Dark,2sub0diJLT6QYOhxBvcd1C,,0.576,0.938,0,-4.133,0,0.153,0.000382,0.224,0.068,139.958,140605,
Just Liev,Too Good At Goodbyes,5NJwJvmge0Ij3fHsKS3CQY,,0.664,0.853,11,-6.153,0,0.107,0.00915,0.622,0.797,99.997,208800,
NOMIS.K,Over Now,46mhZmNVU5AWCEJduPWnGI,,0.711,0.513,6,-5.067,0,0.245,0.0111,0.149,0.261,76.993,182338,
Drake,Massive,28JBD8p18xNuOfyV7Cotdn,,0.499,0.671,4,-6.774,0,0.0561,0.0169,0.148,0.0557,124.994,336924,
Becky Hill,My Heart Goes (La Di Da) (feat. Topic),4xMbBESczlHPUO8QeYi56p,,0.695,0.781,7,-5.578,0,0.0452,3.12e-05,0.295,0.456,124.04,148960,
NOMIS.K,FALL (feat. YMIR),1i3qsjbwyu1Tcs5C7lihgs,,0.429,0.598,1,-7.103,1,0.0712,0.00075,0.183,0.137,62.719,288000,
James Hype,Ferrari,4zN21mbAuaD0WqtmaTZZeP,,0.847,0.69,1,-7.877,0,0.0493,6e-05,0.0526,0.692,125.004,186662,
Sigala,Melody,6Owc2SuzwO3LW1SAODYK3l,,0.63,0.91,10,-2.681,0,0.058,1.91e-06,0.125,0.525,123.017,167142,
SP3CTRUM,Thousand Miles,0If3uBNUvJpMh3d0H4eNWt,,0.636,0.918,7,-4.575,1,0.055,2.16e-06,0.873,0.243,115.024,142451,
Sonny Wern,Let's Get Loud,3guqL0EolzTmNmM4hh5Xn0,,0.798,0.884,0,-6.044,0,0.0371,0.00181,0.38,0.794,126.022,141667,
Gabry Ponte,Call Me (with R3HAB & Timmy Trumpet),1dt220OBbkTsYz1NLVKIaw,,0.398,0.956,2,-4.429,1,0.329,0.0038,0.142,0.269,106.581,178310,
Tom Clayton,Runnin' Wild,6yWY7ZSJQemOQMSmlFc3Cv,,0.694,0.868,6,-5.487,1,0.0592,0.00149,0.356,0.169,128.001,140522,
Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,,0.787,0.833,8,-4.403,1,0.0478,0.00747,0.0374,0.796,123.97,162604,
Jax Jones,Where Did You Go?,26KOUSe9W0ZsTxMgNfbmq1,,0.774,0.784,10,-4.549,1,0.0351,1.07e-05,0.293,0.533,127.042,177689,
Anthony Keyrouz,Wake Me Up In Paris,4dq7XLDmFHNwc1yqL339qT,,0.71,0.816,11,-4.516,0,0.186,4.87e-06,0.176,0.363,131.001,136947,
Robbe,One And Only,4yF7byF3hYRPY8VKtyuXJN,,0.807,0.74,6,-4.952,1,0.0556,0.000808,0.0658,0.192,135.989,144272,
Dubio,Can't Get Over You,2ABgy5n4kkKDatF9DT6gei,,0.614,0.886,1,-3.967,0,0.104,1.19e-06,0.078,0.469,124.814,173730,
SP3CTRUM,Cherry Chapstick,7k5I4kPM8G9Bs207bYikhT,,0.732,0.864,6,-4.379,0,0.111,0.0,0.189,0.205,125.041,145875,
Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,
ACRAZE,Do It To It,20on25jryn53hWghthWWW3,,0.854,0.806,11,-8.262,0,0.0886,0.0542,0.0703,0.637,124.927,157890,
HUTS,You & Me,4aK3VXe9hu3Obrq4bnRSnp,,0.694,0.928,6,-4.475,1,0.0416,2.04e-05,0.415,0.507,127.977,143789,
Joel Corry,What Would You Do?,1D2ZNECRd7KIlA4pyOUGsv,,0.687,0.895,9,-2.983,1,0.0474,0.00592,0.121,0.686,124.041,174215,
Jordan Rys,Smack That,2dBg0EISds76XkYcAadQhr,,0.849,0.817,1,-5.126,1,0.0744,0.0,0.305,0.518,119.964,132062,
Robin White,More Than One Night,1ThHDys6lStxKn6CRyuBzd,,0.76,0.71,4,-3.989,0,0.0508,0.000249,0.078,0.502,123.999,144000,
Clean Bandit,Drive (feat. Wes Nelson),6eCmK3GQyFuTNWCJHsaF9d,,0.81,0.571,10,-7.189,0,0.085,1.63e-06,0.094,0.771,125.994,179375,
Jason Derulo,Acapulco,3eJH2nAjvNXdmPfBkALiPZ,,0.774,0.792,10,-4.021,1,0.0523,0.0,0.155,0.507,122.062,139672,
Tiësto,The Business,6f3Slt0GbA2bPZlz0aIFXN,,0.798,0.62,8,-7.079,0,0.232,0.0192,0.112,0.235,120.031,164000,
Thalapathy Vijay,"Ranjithame (From ""Varisu"")",1LbBOhicFmu7ktJqIHCELt,,0.545,0.98,9,-6.464,1,0.129,0.00709,0.0788,0.658,124.96,287081,
A.R. Rahman,Mallipoo,3i7qScF9Oyp31O9bAutJez,,0.715,0.654,2,-7.266,1,0.336,0.000117,0.0667,0.762,175.589,245366,
Santhosh Narayanan,"Thenmozhi (From ""Thiruchitrambalam"")",1Nr46gjiP50uPsz30gYhAd,,0.764,0.532,9,-5.979,0,0.0491,0.0,0.26,0.859,123.95,173226,
Anirudh Ravichander,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",2vkNA9I029dTwX0y6d59Sc,,0.827,0.717,11,-7.755,0,0.111,0.000523,0.0511,0.772,123.987,209032,
Dhibu Ninan Thomas,"Adiye - From ""Bachelor""",2tMoOS9grHtn4upzb4LwMG,,0.709,0.454,9,-7.843,0,0.167,0.0,0.136,0.548,90.038,272000,
A.R. Rahman,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",1uJ2czshFLqimctgvsxfv2,,0.687,0.637,10,-9.55,0,0.13,0.0,0.291,0.56,152.0,290526,
Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")",6TQS7URegxmcb8tTNpoXzi,,0.429,0.614,4,-6.573,0,0.0709,0.000316,0.0922,0.743,149.966,290400,
Anirudh Ravichander,"Private Party (From ""Don"")",6eYsOcDdB5b6rTO5ubMxeV,,0.862,0.886,10,-5.423,0,0.123,1.33e-06,0.0565,0.896,124.031,216774,
Sid Sriram,"Kaadhal En Kaviye - From ""Salmon 3D""",6XYQvYJzHjK5150Vl7NKfJ,,0.625,0.34,6,-10.754,1,0.0371,1.28e-06,0.137,0.396,139.982,311558,
Darbuka Siva,Mudhal Nee Mudivum Nee Title Track,4oNVmnywnXguyk76wkMuIb,,0.556,0.521,6,-10.806,1,0.0321,0.000543,0.102,0.353,127.947,332702,
A.R. Rahman,Chola Chola,27nzJVsvXqXyeMIcVxvB54,,0.623,0.655,5,-9.998,0,0.203,0.0,0.18,0.749,99.739,219638,
Yuvan Shankar Raja,"Kanja Poovu Kannala (From ""Viruman"")",78tblPcz2otRZd1VOeU7zz,,0.72,0.692,8,-6.354,1,0.0894,0.0,0.177,0.52,110.011,237559,
A.R. Rahman,Ratchasa Maamaney,26aOnndLckt8uAsk6odL5n,,0.546,0.786,4,-9.486,1,0.212,1.35e-06,0.109,0.434,99.798,289942,
Various Artists,"Tum Tum (From ""Enemy - Tamil"")",3H3x4NhR3wJh6IvRHmPvkd,,0.741,0.761,8,-5.414,1,0.143,0.000607,0.126,0.912,147.047,228568,
Dhanush,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",2kOH2QZB7F7I1iVXqwKuBF,,0.789,0.536,9,-5.422,0,0.0424,2.09e-06,0.088,0.877,124.029,142258,
Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",6yvxu91deFKt3X1QoV6qMv,,0.608,0.757,2,-6.945,1,0.164,0.00216,0.259,0.625,124.078,279677,
Ravi Basrur,Mehabooba,0SeQF0O4k5Fj91qZOspKYe,,0.508,0.492,6,-11.579,0,0.049,0.116,0.347,0.28,79.967,212352,
A.R. Rahman,Devaralan Aattam,1O5AqyUHm8vH8XGr173ugY,,0.828,0.707,8,-9.517,1,0.362,0.0,0.0646,0.441,141.096,273229,
Vishal Chandrashekhar,"Bodhai Kaname - From ""Oh Manapenne""",4qIMmEjV8gaEsfZML9LALx,,0.516,0.405,7,-12.327,1,0.0424,3.44e-06,0.154,0.267,160.047,261948,
Vivek - Mervin,Orasaadha - Madras Gig,7fec0UcxeHVe6kHIez2GSs,,0.587,0.776,0,-4.892,1,0.0807,0.0,0.109,0.606,159.906,235500,
Hiphop Tamizha,Neeyum Naanum Anbe,0zsA45R0SQPfqC5TyDOqY8,,0.467,0.826,4,-3.885,0,0.049,0.0,0.204,0.417,160.025,285250,
Yuvan Shankar Raja,High On Love,6kekHWEQ4SyMe5EjYAlveP,,0.627,0.779,4,-4.944,0,0.0392,9.34e-06,0.112,0.619,149.929,240169,
Anirudh Ravichander,Vikram - Title Track,6FQQiTpYnfc5803p84bQp1,,0.638,0.842,7,-5.305,0,0.0524,0.000356,0.126,0.145,169.901,218823,
Dhanush,"Thaai Kelavi (From ""Thiruchitrambalam"")",1pean7zvZUqcWZaUucH63f,,0.661,0.92,9,-3.469,0,0.188,1.4e-05,0.314,0.494,82.508,258909,
Dhibu Ninan Thomas,Othaiyadi Pathayila,09Z6o1yu596HJAwWZxTz4m,,0.713,0.615,11,-7.648,0,0.138,1.55e-06,0.0608,0.807,135.017,249671,
A.R. Rahman,"Marakkuma Nenjam - From ""Vendhu Thanindhathu Kaadu""",4Jr0O3zgoKEk71sIlABkLp,,0.662,0.394,2,-14.407,1,0.0361,0.124,0.111,0.326,119.938,258319,
Vishal Chandrashekhar,Kurumugil,1xtlT8C62HToUvB0xmwvyi,,0.419,0.342,4,-10.985,1,0.0636,0.0,0.106,0.599,149.798,218808,
Anirudh Ravichander,"Pathala Pathala (From ""Vikram"")",5WWplXimzIjlJiN2N7T9Q3,,0.826,0.779,0,-5.609,1,0.375,0.0,0.0657,0.936,130.091,211385,
Ghibran,Yaar Azhaippadhu,2ZqzELrxZZyeTPSR7GZBH4,,0.626,0.525,10,-7.417,1,0.0338,0.0,0.0645,0.45,114.921,250326,
Sam C.S.,Kannamma,45THyhjDbYhNU7bDrTTUK6,,0.729,0.695,1,-8.524,1,0.0312,0.000621,0.113,0.599,127.992,256946,
Hiphop Tamizha,Sakkarakatti,1PaxAUxLEVpi75l0nDtwu1,,0.607,0.782,1,-4.179,1,0.0856,0.0,0.062,0.747,64.935,189358,
A.R. Rahman,Adheeraa,5SXwKl2nWY1No4wZ0FJDHN,,0.722,0.835,6,-9.082,0,0.0402,8.23e-05,0.0928,0.558,110.962,259139,
Leon James,Kadhaippoma,2CZGdpVV9OU1TslQMvovj5,,0.576,0.572,7,-6.692,1,0.0407,4.42e-06,0.261,0.181,89.999,282208,
Masala Coffee,Sirikkalam Parakkalam,5MbszOoRyTOwOIJEOIZn6v,,0.703,0.834,0,-5.491,1,0.0508,1.32e-06,0.178,0.537,127.944,196026,
Anirudh Ravichander,Lokiverse - Background Score,209pScL6fUhISxcLWkB6rf,,0.64,0.86,7,-4.481,1,0.101,0.468,0.109,0.516,96.996,156331,
Anirudh Ravichander,"Bae (From ""Don"")",5D507IC1VOAg7bKkmOblr6,,0.697,0.663,6,-7.246,1,0.0486,1.04e-05,0.112,0.407,96.968,242629,
Anirudh Ravichander,Once Upon a Time,4wCy7erulqUfFQNVaZBD9b,,0.646,0.879,1,-3.668,1,0.0823,0.0607,0.117,0.429,123.849,143710,
Anirudh Ravichander,"Jalabulajangu (From ""Don"")",4HdzYTQiouB9BVYX7JOrhh,,0.635,0.823,7,-5.437,0,0.153,0.0,0.0481,0.457,151.047,202608,
Anirudh Ravichander,"Life of Pazham (From ""Thiruchitrambalam"")",6A6mDExVoAEJmc5JyVSQeK,,0.503,0.665,7,-6.302,0,0.0801,0.000155,0.175,0.597,174.974,234514,
Anirudh Ravichander,"Rendu Kaadhal (From ""Kaathuvaakula Rendu Kaadhal"")",4Lm0D6ituSgOi1AXLhUqcx,,0.288,0.462,2,-8.91,0,0.0335,0.00704,0.112,0.217,159.53,260125,
Anirudh Ravichander,"Beast Mode (From ""Beast"")",1aQ58u4guUf999iQX3J2HF,,0.584,0.847,2,-5.106,1,0.0933,0.000525,0.333,0.371,170.983,220351,
Anirudh Ravichander,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",6C8JJFoGC4dkVtAHVK3iif,,0.821,0.69,1,-4.981,1,0.187,0.00398,0.199,0.648,140.171,176345,
Anirudh Ravichander,"So Baby (From ""Doctor"")",0t0mHozF8Xsif9w8bemh9D,,0.607,0.843,5,-8.15,0,0.218,4.42e-05,0.107,0.582,133.131,252632,
Anirudh Ravichander,Vaathi Coming,2BcPFQ7nrtUObgAs72xaac,,0.643,0.952,7,-4.15,1,0.246,0.49,0.0588,0.585,164.784,228258,
Anirudh Ravichander,Sirikkadhey,4NQBqInyE7zvjIiP4j1dmy,,0.632,0.629,1,-7.392,1,0.0354,0.00382,0.114,0.456,87.998,245889,
Sam C.S.,Yaanji,5NEGfbKMcNuEWOzpWufScA,,0.692,0.624,9,-6.492,0,0.0337,0.0,0.108,0.487,132.896,270376,
Anirudh Ravichander,Senjitaley,2RB3zzgxWc2RRBaJOkSEka,,0.655,0.941,1,-5.185,1,0.14,3.22e-06,0.215,0.344,88.073,251333,
A.R. Rahman,Kaalathukkum Nee Venum,0aQLKZl2mXdJHpxDteJdNo,,0.719,0.484,7,-9.666,1,0.0323,0.00198,0.121,0.547,119.948,294000,
Anirudh Ravichander,Ethir Neechal,1LFTKTSfPQRM3a8mOvNtnE,,0.752,0.97,5,-4.167,1,0.0943,1.21e-06,0.0999,0.537,119.97,270720,
Anirudh Ravichander,Thangamey,62KDpF0Hv7KJLZrrKXsz8r,,0.585,0.901,2,-5.785,1,0.0745,0.0,0.248,0.62,99.929,262540,
Anirudh Ravichander,Porkanda Singam EDM Version (Additional Song),0iJPMG79hgWnDHjufnoplb,,0.687,0.769,11,-5.604,0,0.0464,0.256,0.159,0.413,158.953,149434,
Anirudh Ravichander,Chellamma,7fdsoKCtpx2hYXDRMoActW,,0.525,0.68,11,-7.252,0,0.207,0.000348,0.0601,0.734,132.857,236500,
Anirudh Ravichander,"Kanne Kanne (From ""Ayogya"")",6i5QcWVTuzM67pXgD9Q7Vw,,0.684,0.489,1,-8.625,1,0.0595,0.0,0.105,0.375,87.104,225559,
A.R. Rahman,Saarattu Vandiyila,42ON67EVCaJpihkP2U38n7,,0.786,0.321,2,-11.506,1,0.0423,0.000278,0.107,0.466,142.568,291987,
Kaber Vasuki,Dharala Prabhu Title Track,7MtK3lPdVPq2WGO6EWHB9V,,0.723,0.908,4,-3.103,0,0.234,0.0,0.0405,0.664,133.02,199398,
G. V. Prakash,Patak Patak - 1 Min Music,31kAiaXUVp1ZLtuFmkhkYr,,0.945,0.57,11,-9.79,0,0.204,6.35e-05,0.252,0.853,120.043,66500,
Bala,Otha Thamarai - Original Soundtrack,7e97QgqoYTXOj1s7JI0dHR,,0.541,0.744,7,-6.191,0,0.295,0.0,0.26,0.877,194.976,219923,
Joshua Aaron,Kannoram Kannadi,0w85FtDWPZugAi3410P90a,,0.615,0.768,9,-4.831,1,0.144,1.04e-06,0.381,0.431,94.047,195000,
vaisagh,"Edhuvum Kedaikalana? - From ""Think Indie""",5Qbu0YMMuM7CfiAmPhhFlb,,0.731,0.716,2,-8.814,1,0.336,0.0111,0.0581,0.502,134.809,169000,
C. Sathya,Water Melon,0RZhsdFNZR0DZzwPRU28nW,,0.737,0.42,10,-11.607,1,0.185,1.64e-06,0.0865,0.319,119.949,207000,
Pawan Ch,Gandhari - Tamil,1cwF0UONpG1sy5mqqb5RRL,,0.723,0.72,8,-7.723,1,0.161,1.99e-06,0.202,0.833,108.122,197489,
Stephen Zechariah,Ora Siricha,0k9rkC1fR6K1pPPdfxFQMG,,0.62,0.817,7,-7.361,0,0.0841,2.26e-06,0.109,0.617,145.21,238250,
Asal Kolaar,"Adi Odi - From ""Atti Culture""",6tlUm9EuYRInZ17qzJkbDv,,0.802,0.933,1,-5.461,1,0.375,0.0395,0.087,0.887,164.933,148875,
Osho Venkat,Baby Nee Sugar,4nCkx9c5ctpOimGvXRHKDH,,0.71,0.859,11,-7.653,0,0.0861,0.217,0.0807,0.508,138.019,233945,
Anirudh Ravichander,Mayakirriye,23netDpLwSCf0IxldbbMuF,,0.529,0.669,0,-4.346,1,0.108,0.0,0.157,0.548,170.059,189725,
Dev Major,"Thalayaatti Bommai - From ""Think Originals""",6AXVNRqao5TcomgIPWiWnm,,0.756,0.728,6,-7.023,0,0.0438,0.0,0.151,0.753,99.987,207820,
Devi Sri Prasad,O Penne (TAMIL),0YEnnkxBQn5sEl0Zn2roha,,0.857,0.6,0,-6.795,1,0.145,5.33e-06,0.0625,0.872,134.892,201033,
Dhruv Vikram,Manase,3XOj34b2q9npPGV75Kqsxc,,0.469,0.511,1,-10.628,1,0.102,0.000992,0.0838,0.334,91.956,260217,
Stephen Zechariah,Adi Penne,6XmBh5HSdVzEAaqzEftL9t,,0.591,0.648,7,-7.556,0,0.0392,0.0,0.382,0.423,107.978,301863,
Ratty Adhiththan,Naan Kudikka Poren,7dz92P4LmPOl81fNcHjEUV,,0.785,0.602,2,-9.137,1,0.219,0.0,0.0708,0.6,89.994,257736,
TeeJay Arunasalam,"Muttu Mu2 (From ""Muttu Muttu 2"")",2uiE6FFeAzyZV3CoG9yXVf,,0.713,0.868,9,-5.829,0,0.0576,5.99e-05,0.0968,0.496,92.993,267097,
Abhishek C S,Yaathi Yaathi,36d0fy3TbyWFR4mth7hpVd,,0.749,0.863,6,-6.287,0,0.215,0.0,0.108,0.506,119.937,239750,
Sam Vishal,Kannamma Eannamma,5nUqv6rpaZg5tnF3XnxIsA,,0.525,0.581,9,-7.831,0,0.173,0.0,0.101,0.532,168.965,200237,
